tipo;nombre
v;C1933/37 CD EV A/T 2016
v;C1933/37 CD EV ALUM 2016
v;C1933/37 CD EV ALUM A/T 2016
v;C1933/48 EV 2016
v;C1933/48 EV ALUM 2016
v;C1933/48 CD EV 2016
v;C1933/48 CD EV ALUM 2016
v;C2042/33 6X2 CD A/T EV 2016
v;C2042/36 4X2 CD A/T EV 2016
v;C2625/41
v;C2625/52
v;C2631/41
v;C2631/52
v;C2632/41 E
v;C2632/41 6X4 2011
v;C2632/52 E
v;C2632/52 6X4 2011
v;3129/34 6X4 E/HORIZ C/T EV 2016
v;3129/34 6X4 E/VERT C/T EV 2016
v;3129/45 6X4 E/HORIZ EV 2016
v;3129/45 6X4 E/VERT EV 2016
o;F 4000
v;DSL
v;523
v;524
v;723 R
v;724 R
v;823 R
v;824 R
v;825 R
v;829 R A/C
v;829 R A/C ABS
v;925 F 4X4
v;4X2 2014
v;4X4 2014
o;F 14000
v;160/44 CUMMINS
v;160/49 CUMMINS
v;160/53 CUMMINS
m;G.A.Z.
o;3309
v;42
v;50
m;HYUNDAI
o;HD
v;65
v;65 A/C
v;65 C/CAJA
v;65 C/CAJA A/C
v;65 D/C
v;65 D/C A/C
v;65 D/C A/C C/CAJA
v;72 DLX TCI EURO II 
v;72 DLX TCI EURO II C/CAJA
v;78
v;78 A/C
v;78 A/C EURO IV 2016
v;78 C/CAJA
v;78 C/CAJA A/C
v;78 C/CAJA A/C EURO IV 2016
m;ISUZU
o;NPR
v;CH/L 4.8 TDI
m;IVECO
o;CAVALLINO
v;180E32N 4185 C/DORM 
v;450E32T 3690 C/DORM TRACTOR  
v;450E32TY  3690 C/DORM TRACTOR  
o;CURSOR
v;180E33N 4185 C/DORM T/A
v;180E33N 4185 C/DORM T/B
v;450E33T 3690 C/DORM TRACTOR T/A
v;450E33T 3690 C/DORM TRACTOR T/B
v;450E33T TA A/C
v;450E33TY 3690 C/DORM TRACTOR T/A
v;450E33TY 3500 C/DORM TRACTOR T/B
v;450E33TY TB A/C COMB 6X2
o;DAILY
v;40S14 8;3 FURGON CUBIK
v;40S14 8;3 FURGON CUBIK A/C
v;35.10 HM CAB
v;35.10 HM CAB DOBLE
v;35.10 VHM FURGON
v;35;10V HM CITY CORTA 
v;35;10V HM CITY LARGA 
v;35 C 14 3750 CHASIS
v;40.12 HM FURGON VIDRIADO
v;40 S 14 3450
v;40 S 14 3750 D/C
v;40 S 14 3000 FURGON H1 8;3M
v;40 S 14 3000 FURGON H2 10;2M
v;40 S 14 3300 FURGON H2 12M
v;49.12 HM CAB
v;49.12 HM CAB DOBLE
v;49.12 VHM FURGON
v;49.12 VHM FURGON 15;4M3
v;49.12 HM FURGON VIDRIADO
v;50 C 16 3950 FURGON VIDRIADO 
v;50 C 16 3950 FURGON VIDRIADO A/C
v;50 C 16 CITY BUS 19+1 A/C
v;55 C 16 3750
v;55 C 16 3750 D/C
v;55 C 16 FURGON H2 12;3M
v;55 C 16 FURGON H2 15;6M
v;55 C 16 FURGON H3 17;2M
v;59.12 HM CAB 
v;59.12 MINIBUS ARROW MIX
v;59.12 S SCUDATO ALLEG
v;59.12 S SCUDATO COMP
v;60;12 HM CAB
v;70;12 HM CAB 3600
v;70;12 HM CAB 4180
v;70;12 HM CAB DOBLE 4181
v;70 C 16 4350 CHASIS
v;70 C 16 3750
v;70 C 16 4350 A/C
v;70 C 16 4350 A/C D/C
v;70 C 16 4350 A/C HD
v;70 C 16 4350 A/C HD CAB DOBLE
v;70 C 16 4350 SCUDATO COMP
v;70 C 16 4350 SCUDATO REDUCIDO
o;EUROCARGO
v;90E14CAB MLC EU2
v;120E15CAB MLC EU2 3690 
v;120E15CAB MLC EU2 4185
v;120E15CAB MLC EU2 4815 
v;140E18CAB MLC 3690 
v;140E18CAB MLC 4185
v;140E18CAB MLC 4815
v;140E18CAB MLL 4185
v;140E18CAB MLL 4815
v;160E23RCAB MLC 3690
v;160E23RCAB MLC 4185
v;160E23RCAB MLC 4815
v;160E23 CAB MLL 4185
v;160E23T TRAC MLL 3465
v;170E21N CAB MLL 4185 
v;170E21N CAB MLC 3690
v;170E21N CAB MLC 4185
v;170E21N CAB MLC 4815
v;170E21N CAB MLL 4815
v;170E21T TRAC MLL 3690
v;170E21T CAB MLC 3691
v;170E22 3690
v;170E22 4185
v;170E22 4185 C/DORM
v;170E22 4815
v;170E22 4815 C/DORM
v;170E22T 3690 TRACTOR
v;170E22T 3690 TRACTOR C/DORM
v;170E22N
v;170E22T
v;170E22RSU 4185
v;170E22RSU 4185 ALLISON
v;170E22 RSU RECOLECTOR
v;170E22 RECOLECTOR A/T
v;CC170E22 6000 CHASIS
v;CC170E22 5950 CHASIS
v;260E25 3690 6X4
v;260E25 3690 6X4 TF
v;260E25 4815 6X4
v;260E25 4815 6X4 TF
v;320E18T TRAC MLC 3690
v;320E18T TRAC MLL 3690
o;EUROCARGO ATTACK
v;170E22 4185 17TON
v;170E22 4185 17TON C/DORM
v;170E22 4815 17TON
v;170E22 4815 17TON C/DORM
v;170E22 4185 33TON
v;170E22 4185 33TON C/DORM
v;170E22 4815 33TON
v;170E22 4815 33TON C/DORM
v;170E22T 3690 33TON TRACTOR
v;170E22T 3690 33TON TRACTOR C/DORM
o;EUROTECH
v;CURSOR MH190E31
v;CURSOR MH450E31 TB
v;CURSOR MH450E31 TA
v;MP 200E37 H MPLTB EATON 4500
v;MP 200E37 H MPLTB ZF 4500
v;MP 200E37 H MPLTA EATON 4500
v;MP 200E37 H MPLTA ZF 4500
v;MP 450E37 MPLTA ZF EU2 3800 
v;MP 450E37 MPLTB EAT 3800 
v;MP 450E37 MPLTB EU2 3800
v;MP 450E37 MPLTB ZF EU2 3800
v;MP 450E37 T MPLTB EATON EU2 3800 
v;MP 450E37 T MPLTB ZF EU2 3800
v;MP 450E37 T MPLTA EATON EU2 3800 
v;MP 450E37 T MPLTA ZF EU2 3800
v;MP 450E37 T/P MPLTBZF EU2 3800
v;MP 450E37 T/P MPLTAZF EU2 3800
v;MP 450E37 T MPLTAZF EU2 3500
v;MP 450E37 T MPLTBZF EU2 3500
v;MP 450E37 T/P MPLTAZF EU2 3500
v;MP 450E37 T/P MPLTBZF EU2 3500
v;MP 450E37 T HR MPLTAZF EU2 3500
v;MP 450E37 T HR MPLTBZF EU2 3500
v;450S38 HD MPLTAZFOD EU2
v;450S38 HD MPLTAZFOD EU2 A/C
v;450S38 HD MPLTBZFOD EU2
v;450S38 HD MPLTBZFOD EU2 A/C
v;MP 740E42 TZ 6X4 MPLTAZFODEU2 3500
v;MP 740E42 TZ 6X4 MPLTBZFODEU2 3500
o;EUROTRAKKER
v;200E 41H T/B
v;200E 41H T/MEDIO
v;MP 380E37H6X4 MPCTBZF EU2 3500
o;STRALIS
v;200S38 HD ATM TA ZF OD EU2
v;200S38 HD ATM TB ZF OD EU2
v;200S38 TA 4500
v;200S38 TB 4500
v;200S41 TA 4500 A/C
v;200S41 TB 4500 A/C
v;200S42 HD ATM TA ZF OD EU2 A/C
v;200S42 HD ATM TB ZF OD EU2 A/C
v;450S38 HD TA ZF OD EU2
v;450S38 HD ATM TA ZF OD EU2
v;450S38 HD ATM TB ZF OD EU2
v;450S38 HD T/P ATM TA ZF OD EU2 
v;450S38 HD T/P ATM TB ZF OD EU2
v;450S42 HD ATM TA ZF OD EU2 A/C
v;450S42 HD ATM TB ZF OD EU2 A/C
v;490S38T TA 3500
v;490S38T TB 3500
v;490S38T/P TA 3500
v;490S38T/P TB 3500
v;490S41 T AT-N TA 3500 A/C
v;490S41T TA 3500 A/C
v;490S41T TB 3500 A/C
v;490S42T TA 3500 A/C
v;490S42T TA 3500 A/C EDI/LIMITADA
v;490S42T TB 3500 A/C
v;490S46T EUROTRONIC AT-NTA 3500
v;490S46T TA 3500 A/C
v;490S46T TB 3500 A/C
v;490S46T TA 3500 A/C EUROTRONIC
v;570S38T TA 3500
v;570S38T TB 3500
v;570S41T TA 3500 6X2 A/C
v;570S41T TB 3500 A/C
v;570S42T TA 3500
v;570S42T TB 3500
v;570S46T TA 3500 A/C
v;570S46T TB 3500 A/C
v;MP 740S42 TZ6X4 ATM TB ZF OD EU3
v;MP 740S42 TZ6X4 ATM TM ZF OD EU3
v;740S41TZ TA 3500 6X4 A/C
v;740S41TZ TB 3500 A/C
v;740S42TZ TA 3500
v;740S42TZ TB 3500
v;740S46TZ TA 3500 A/C
v;740S46TZ TB 3500 A/C
o;TECTOR
v;170E21N CAB MLL 4185 
v;170E21N CAB MLC 3690
v;170E21N CAB MLC 4185
v;170E21N CAB MLC 4815
v;170E21N CAB MLL 4815
v;170E21T TRAC MLL 3690
v;170E21T TRAC MLC 3690
v;170E22N CAB MLC 4815
v;170E22N CAB MLL 4185
v;170E22T TRAC MLL 3690
v;170E22RSU CAB MLC 4185
v;170E22BUS SCUDATO 6000
o;TECTOR ATTACK
v;170E22 C/C 4185
v;170E22 MLC RIGIDO 3690 4X2
v;170E22 MLC TRAC 3690 4X2
v;170E22 MLL TRAC 3690 4X2
v;170E22 MLC RIGIDO 4185 4X2
v;170E22 MLL RIGIDO 4185 4X2
v;170E22 MLC RIGIDO 4815 4X2
v;170E22 MLL RIGIDO 4815 4X2
o;TECTOR NEW
v;170E25 3690 4X2
v;170E25 4185 4X2 MLC
v;170E25 4185 4X2 MLL
v;170E25 4815 4X2 MLC
v;170E25 4815 4X2 MLL
v;170E25 5175 4X2 
v;170E25 5175 4X2 C/DORM
v;170E25 5670 4X2 
v;170E25 5670 4X2 C/DORM
v;170E25T 3690 4X2 TRACTOR
v;170E25T 3690 4X2 TRACTOR C/DORM
v;170E25 MLC 4185 A/C
v;170E25 MLC 4815 A/C
v;170E25 MLL 4185 A/C
v;170E25N MLL 4185 A/C
v;170E25T MLL 5670 A/C
v;170E25 MLL 3690 TRAC A/C
v;240E25 3690 6X2
v;240E25 4815 6X2 MLL
v;240E25 5175 6X2
v;240E25 5175 6X2 C/DORM
v;240E25 5670 6X2
v;240E25 5670 6X2 C/DORM
v;240E25 C/C 6X2 4815 A/C
v;240E25 C/D 6X2 4815 A/C
v;260E25 C/C 6X4 3690
v;260E25 C/C 6X4 C/T FUERZA
o;TRAKKER
v;MP 380S38 T 6X4 3500
v;MP 380S38 T 6X4 3500 A/C
v;MP 380S38 T 6X4 4500 
v;MP 380S38 T 6X4 4500 A/C
v;380T38 CHASIS C/S 3500 A/C
v;380T38 CHASIS C/S 4500
v;380T38 CHASIS C/S 4500 A/C C/DORM
v;720T42 CHASIS C/S 3500 A/C
v;380T42 6X4 3500 A/C
v;380T42 6X4 4500 A/C
v;720T42 6X4 C/DORM A/C
o;VERTIS
v;130V16 4750
m;KIA
o;K
v;2500 TD 
v;2500 TD C/CAJA
v;2500 TD FULL
v;2500 STD C/NACIONAL
v;2500 STD C/NACIONAL A/C
v;2500 A/C BONANO
v;2700
v;2700 / K2400 C/CAJA
v;2700 FULL
v;2700 4X4
v;2700 4X4 FULL
v;2700 4X4 D/C
v;2700 4X4X D/C FULL
v;2900
v;2900 A/C
m;MERCEDES BENZ
o;ACCELO
v;815C-37 FRONTAL EURO V
v;915C-37 FRONTAL
v;915C-37 FRONTAL EURO III
v;1016/37 FRONTAL EURO V
o;ACTROS
v;1841 LS/36 CAB L DOR 4X2 
v;1841 LS/36 CAB L DOR 4X2 EURO V
v;2041 S/36 CAB L DOR 4X2 
v;2041 S/36 CAB L DOR 4X2 EURO V
v;2041/45 CAB L DOR  
v;2041/45 CAB L DOR EURO V
v;2044 S/36 CAB L DOR 4X2 
v;2044 AK - 39 4X4 CAB CORTA
v;2046 S/36 CAB L DOR 4X2 
v;2046 S/36 CAB L DOR 4X2 RETARDER EURO V
v;2636 LS - 33 6X2 L T/B DOR
v;2636 LS - 33 6X2 L T/B DOR EURO V
v;2646 LS - 33 CAB DOR 6X2
v;2646 S/33 CAB L DOR 6X4
v;2646 LS/33 CAB L DOR 6X4
v;2646 LS/33 CAB L DOR 6X4 EURO V
v;2646 LS/33 MEGASPACE 6X4
v;2655 LS/33 MEGASPACE 6X4 DEFLEC EURO V
v;3336 B-36 6X4 CAB CORTA
v;3336 K/36 6X4 CAB CORTA T.FUERZA
v;3336 K/36 6X4 CAB CORTA T.FUERZA EURO V
v;3336/45 6X4 CAB CORTA
v;3336/45 6X4 CAB CORTA EURO V
v;3336 S/36 6X4 CAB CORTA T.FUERZA
v;3336 S/36 6X4 CAB CORTA T.FUERZA EURO V
v;3341/45 6X4 CAB CORTA
v;3341 K/36 6X4 CAB CORTA T. FUERZA
v;3341 K/36 6X4 CAB CORTA T. FUERZA EURO V
v;3341 S/33 6X4 CAB CORTA T.FUERZA EURO V
v;3344 B/36 CAB S 6X4 F/RUTA
v;3344 K/36 CAB S 6X4 F/RUTA
v;3344 S/33 CAB S 6X4 F/RUTA
v;3344 S/33 CAB S CORTA 6X4 NH02
v;3344 K/36 CAB S CORTA 6X4 NH02
v;3344 K/36 CAB S CORTA 6X4 NH02 EURO  V
v;3344 AK/36 CAB 6X6 S CORTA
v;3344 AK/39 CAB 6X6 S CORTA
v;4141 B - 42 8X4
v;4141 K/45 8X4 CAB CORTA T.FUERZA EURO V
v;4144 K/45 8X4 CAB S-RETARDER F/RUTA
v;4144 K/45 8X4 CAB S-RETARDER F/RUTA EURO V
v;4144 B - 42 8X4
o;ATEGO
v;1418/36
v;1418/42
v;1418/48
v;1418/48 2012
v;1419/36 EURO V
v;1419/48 EURO V
v;1725 S/36 ABS
v;1725 S/36 ABS 2012
v;1725 S/36 ABS C/DORM
v;1725 S/36 ABS C/DORM 2012
v;1725/42
v;1725/42 2012
v;1725/42 C/DORM 
v;1725/42 C/DORM 2012
v;1725 A/42 4X4 CAB EXT
v;1725 A/42 4X4 CAB EXT MILITAR
v;1725/42 S 36 ABS
v;1725/42 S 36 ABS C/DORMI
v;1725/48 
v;1725/48 2012
v;1725/48 RECOLECTOR
v;1725/48 RECOLECTOR 2012
v;1725/54 2012
v;1726 S/36 EURO V
v;1726 S/36 C/DORM EURO V
v;1726/42 EURO V
v;1726/42 C/DORM EURO V
v;1726/48 EURO V
v;1726/48 RECOLECTOR EURO V
v;1726/54 EURO V
v;1726 A/42 4X4 CAB EXT EURO V
v;2425/48 6X2
v;2426/48 6X2 EURO V
o;ATRON
v;1624/45 C/DORM
v;1624/51 C/DORM
v;1634S/45
v;1634/51
v;1720/36
v;1720/36 EURO V
v;1720/48
v;1720/48 EURO V
v;1735S/45 EURO V
v;1735/51 EURO V
o;AXOR
v;1933/45 TB
v;1933/45 TB 2012
v;1933/45 TB EURO V
v;1933 S/36 TB
v;1933 S/36 TB 2012
v;1933 S/36 TB CAB DORM EURO V
v;2035 S/36 TB
v;2035 S/36 TB 2012
v;2035 S/36 TE
v;2035 S/36 TE 2012
v;2036 S/36 CAB DORM TB EURO V
v;2036 S/36 CAB DORM TE EURO V
v;2040 S/36 TB
v;2040 S/36 TB 2012
v;2040 S/36 TE
v;2040 S/36 TE 2012
v;2041 S36 CAB DORM TB EURO V
v;2041 S36 CAB DORM TE EURO V
v;2044 S/36 TB
v;2044 S/36 TE
v;2044 S/36 TE 2012
v;2535 S/33 6X2 TB
v;2535 S/33 6X2 TB 2012
v;2535 S/33 6X2 TB LLANTAS AL
v;2535 S/33 6X2 TB LLANTAS AL 2012
v;2540 S/33 6X2 TB
v;2540 S/33 6X2 TB 2012
v;2540 S/33 6X2 TB LLANTAS AL
v;2540 S/33 6X2 TB LLANTAS AL 2012
v;2831/48 6X4 CAB/EXT
v;2831/48 6X4 CAB/EXT 2012
v;2831 B/36 2012
v;2831 K/36 2012
v;3131 B/36 CAB/EXT EURO V
v;3131 K/36 CAB/EXT EURO V
v;3131/48 6X4 CAB/EXT EURO V
v;3340 K/33 6X4
v;3340 K/33 6X4 2012
v;3340/48 6X4 CAB/EXT
v;3340 S/33 6X4
v;3340 S/33 6X4 CAB/EXT
o;FPN
v;1720-36
v;1720-48 
v;2726 B - 36 FRONTAL EURO III FPN
v;2726 K - 36 FRONTAL EURO III FPN
o;7
v;10-42 L EURO I
v;10-42 L EURO III
v;12C-37 EURO II FRONTAL
o;9
v;14C-37 EURO II FRONTAL
o;12
v;15C-48 EURO II FRONTAL
v;15C-48 EURO II FRONTAL ALTA/BAJA
v;18 L R-51 ELECTRONICO
v;18 LK R-42 ELECTRONICO
o;13
v;18/51 L R EURO III 
v;18/42 LK EL EURO III
o;14
v;18 L R-51 M96
v;18 LK R-42 M96
v;18R-48 FRONTAL
o;16
v;20-45 L EURO II
v;20-45 L EURO II C/DORM HSK
v;20-51 L EURO II
v;20-51 L EURO II C/DORM HSK
v;24-45 L EURO III
v;24-45 L EURO III C/DORM HSK
v;24-51 L EURO III
v;24-51 L EURO III C/DORM HSK
v;32-45 LS
v;32-51 L
v;34-45 LS
v;34-45 LS EURO III
v;34-51 L
v;34-51 L EURO III
o;17
v;18M-36 FRONTAL 
v;20-42A
v;20-48 FRONTAL EURO II
v;20K-36 FRONTAL M96
v;28-51 FRONTAL
o;19
v;38 S-37 EURO II FRONTAL
v;38 S-37 EURO II FRONTAL BLOQ/DIF
v;38-46 LS EURO II
v;38-46 LS EURO II DIF/BLOQ
v;38-51 EURO II FRONTAL
v;38-56 L EURO II
o;24
v;23B-36 FRONTAL 
v;23B-36 FRONTAL EURO III
v;23K-36 FRONTAL EURO II
v;23K-36 FRONTAL EURO III
v;28-48 FRONTAL
o;26
v;35-54 L 6X4
v;38-40 LK
v;38-40 LS 
v;38-54 L
m;RENAULT
o;KERAX
v;300-19
v;300-26 6X4
v;385-32 8X4
v;440-34 DXI P 6X4
v;440-34 DXI T 6X4
o;MAGNUM
v;E TECH 440
o;MIDLUM
v;HD 250
v;HD 250 C/DORM
v;220 DXI AUTHENTIC 4X2 P
v;300 AUTHENTIC 4X2
v;300 AUTHENTIC 4X2 T
v;300 AUTHENTIC 6X2
v;300 DXI AUTHENTIC 4X2 P
v;300 DXI AUTHENTIC 6X2 P
v;300 DXI AUTHENTIC 4X2 T
v;300 DXI AUTHENTIC 6X2 T
v;300 DXI EXCELLENCE 4X2 P
v;300 DXI EXCELLENCE 4X2 T
v;300 DXI EXCELLENCE 6X2 T
v;300 PRIVILEGE 4X2 T 
v;300 PRIVILEGE 6X2 T
v;300 DXI PRIVILEGE 4X2 T
v;300 DXI PRIVILEGE 6X2 T
o;MS
v;300P (3;8/4;6) 
v;300P (3;8/4;6) TRACTOR CARRETERA
o;PREMIUN
v;320 AUTHENTIC 4X2
v;320 AUTHENTIC T 4X2
v;320 AUTHENTIC 6X2
v;320 D DXI AUTHENTIC P 4X2 S/CAB DORM
v;320 D DXI AUTHENTIC P 4X2
v;320 D DXI AUTHENTIC T 4X2
v;320 D DXI AUTHENTIC T 6X2
v;320 D DXI CONSTRUCCION P 6X4
v;330 DXI AUTHENTIC P 4X2 2PEL
v;330 DXI AUTHENTIC P 6X2 2PEL
v;330 DXI AUTHENTIC T 4X2 2PEL
v;340;19P PORTADOR
v;340;19T TRACTOR
v;370 EXCLUSIVE 4X2
v;370 EXCLUSIVE T 4X2
v;370 EXCLUSIVE T 6X2
v;380 DXI AUTHENTIC P 4X2 2PEL
v;380 DXI AUTHENTIC T 4X2 2PEL
v;380 DXI AUTHENTIC T 4X2 2PEL OPT
v;380 DXI AUTHENTIC T 6X2 2PEL
v;380 DXI EXCELLENCE T 4X2 3PEL
v;380 DXI EXCELLENCE T 6X2 3PEL
v;385;19
v;385;19P PORTADOR
v;385;18T TRACTOR 
v;385;19T TRACTOR
v;420 dCi
v;420 EXCLUSIVE T 4X2
v;420 EXCLUSIVE T 6X2
v;420 PRIVILEGE T 4X2
v;420 PRIVILEGE T 6X2
v;420 F1 TEAM T 4X2
v;420 F1 TEAM T 6X2
v;440 DXI PRIVILEGE T 4X2 3PEL
v;441 DXI PRIVILEGE T 4X2 OPT 
v;440 DXI PRIVILEGE T 6X2 3PEL
m;SANXING
o;SXZ
v;1047 C/L
v;1047 C/L T
v;1047W D/C
v;3043 VOLCADOR
m;SCANIA
o;G340
v;LA 4X2 L/D
v;LA 6X2 L/D
v;LB 4X2 L/D
o;G380
v;LA 4X2 L/D
v;LB 4X2 L/D
v;LA 6X2 L/D
v;LA 6X4 L/D
v;CB 8X4 CONSTRUC.
o;G420
v;LA 4X2 L/D
v;LB 4X2 L/D
v;LA 6X2 L/D
v;LA 6X4 L/D
v;LB 6X4 L/D
v;CB 6X4 CONSTRUC.
v;CB 8X4 CONSTRUC.
o;G470
v;CB 6X4 CONSTRUC.
v;CB 8X4 CONSTRUC.
v;LA 4X2
o;G MOTOR DL LARGA DIST
v;G310 LA 4X2
v;G310 LB 4X2
v;G310 LB 6X2
v;G360 LA 4X2
v;G360 LA 6X2
v;G360 LA 6X4
v;G360 LB 4X2
v;G360 LB 6X2
v;G410 LA 4X2
v;G410 LA 6X2
v;G410 LA 6X4
v;G410 LB 4X2
v;G410 LB 6X2
v;G460 LA 4X2
v;G460 LA 6X2
v;G460 LA 6X4
v;G460 LB 4X2
o;G MOTOR DL CONSTRUCCION
v;G410 CA 6X4
v;G410 CB 6X4
v;G410 CB 8X4
v;G460 CA 6X4
v;G460 CB 6X4
v;G460 CB 8X4
o;P94
v;DB 4X2 NZ 220 47 C/S
v;GA 4X2 NZ 220 35.5 C/S
v;DB 4X2 NZ 260 47/51/55 C/C
v;GA 4X2 NZ 260 35.5 C/C
v;DB 6X2 NA 260 51/55 C/C
v;CB 6X4 NZ 260 33/47 S/C
v;DB 4X2 NZ 310 47/51/55 C/C
v;GA 4X2 NZ 310 35;5 C/C
v;CB 6X4 NZ 310
v;DB 6X2 NA 270
v;CB 6X4 NZ 270
o;P114
v;GA 4X2 NZ 330 35.5 C/C
v;GB 4X2 NZ 330 47 C/C
v;GA 6X2 NZ 330 35.5 C/C
o;P124
v;CA 6X4 NZ 360 31 S/C
v;CA 6X4 NZ 420 31 S/C
v;CB 6X4 NZ 360 33/47 S/C
v;CB 6X4 NZ 420 33/47 S/C
v;CB 8X4 NZ 360 33 S/C
v;CB 8X4 NZ 420
v;GA 4X2 NZ 360
v;GB 4X2 NZ 360
v;LA 6X2 NA 360 31 C/C
o;P270
v;DB 6X2 NA
v;CB 6X4 NZ
v;CB 6X4 
v;LB 6X2
o;P310
v;DB 4X2 NZ
v;GA 4X2 NZ
v;CB 6X4 NZ
v;LA 4X2 L/D
v;LB 4X2 L/D
v;LB 6X2 L/D
v;CA 6X4 CONSTRUC.
v;CB 6X4 CONSTRUC.
v;CB 8X4 CONSTRUC.
o;P340
v;GA 4X2 NZ
v;GB 4X2 NZ
v;LA 6X2 NA
v;LA 4X2 L/D
v;LB 4X2 L/D
v;LA 6X2 L/D
v;CB 6X4 CONSTRUC.
v;CB 8X4 CONSTRUC.
o;P380
v;CB 6X4 NZ
v;CA 6X4 NZ
v;CB 8X4 NZ
v;CA 6X4 CONSTRUC.
v;CB 4X4 CONSTRUC.
v;CB 6X4 CONSTRUC.
v;CB 8X4 CONSTRUC.
o;P420
v;CB 6X4 NZ
v;CA 6X4 NZ
v;CB 8X4 NZ
v;CA 6X4 CONSTRUC.
v;CB 4X4 CONSTRUC.
v;CB 6X4 CONSTRUC.
v;CB 6X6 CONSTRUC.
v;CB 8X4 CONSTRUC.
o;P MOTOR DL LARGA DIST
v;P250 DB 4X2 DIST
v;P250 LA 4X2 DIST
v;P250 DB 4X2
v;P250 LA 4X2
v;P250 LB 6X2
v;P250 DB 8X2
v;P310 DB 8X2
v;P310 LA 4X2
v;P310 LA 6X2
v;P310 LB 4X2
v;P310 LB 6X2
v;P360 LA 4X2
v;P360 LA 6X2
v;P360 LA 6X4
v;P360 LB 4X2
v;P360 LB 6X2
v;P410 LA 6X4
v;P410 LB 6X4
o;P MOTOR DL CONSTRUCCION
v;P310 CA 6X4
v;P310 CB 6X4
v;P310 CB 8X4
v;P360 CA 6X4
v;P360 CB 4X4
v;P360 CB 6X4
v;P360 CB 8X4
v;P410 CA 6X4
v;P410 CB 4X4
v;P410 CB 6X4
v;P410 CB 8X4
o;R114
v;GB 4X2 NZ 330 51 C/C
v;GA 4X2 NZ 330 35.5 C/C
o;R124
v;GB 4X2 NZ 360 51 C/C
v;GA 4X2 NZ 360 35.5 C/C
v;GA 4X2 NZ 420 35.5 C/C
v;GB 4X2 NZ 420 51 C/C
v;LA 4X2 NA 360 35.5 C/C
v;LA 4X2 NA 420 35.5 C/C
v;LA 6X2 NA 360 31 C/C
v;GA 6X4 NZ 360 31 C/C
v;LA 6X2 NA 360 31 C/C
v;LA 6X2 NA 420 31 C/C
v;GA 6X4 NZ 420 31 C/C
o;R340
v;GB 4X2 NZ
v;GA 4X2 NZ
o;R380
v;GB 4X2 NZ
v;GA 4X2 NZ
v;GA 6X4 NZ
v;LA 4X2 NA
v;LA 6X2 NA
v;LA 4X2 L/D
v;LA 4X2 L/D HIGHLINE
v;LA 6X2 L/D
v;LA 6X2 L/D HIGHLINE
v;LB 4X2 L/D
